Level,Date,NoOfVacancies,SkillLevel,State,Title
2,01/04/2015,5811.07,2,NSW,NSW skill level 2
2,01/04/2015,6196.38,3,NSW,NSW skill level 3
2,01/04/2015,15709.39,4,NSW,NSW skill level 4
2,01/04/2015,7084.51,5,NSW,NSW skill level 5
1,01/04/2015,39825.95,0,VIC,VIC TOTAL
2,01/04/2015,14498.02,1,VIC,VIC skill level 1
2,01/04/2015,4127.05,2,VIC,VIC skill level 2
2,01/04/2015,4475.36,3,VIC,VIC skill level 3
2,01/04/2015,11130.17,4,VIC,VIC skill level 4
2,01/04/2015,5615.38,5,VIC,VIC skill level 5
1,01/04/2015,28831.73,0,QLD,QLD TOTAL
2,01/04/2015,9362.76,1,QLD,QLD skill level 1
2,01/04/2015,3111.43,2,QLD,QLD skill level 2
2,01/04/2015,3940.42,3,QLD,QLD skill level 3
2,01/04/2015,8135.41,4,QLD,QLD skill level 4
2,01/04/2015,4329.44,5,QLD,QLD skill level 5
1,01/04/2015,6748.04,0,SA,SA TOTAL
2,01/04/2015,2021.61,1,SA,SA skill level 1
2,01/04/2015,670.62,2,SA,SA skill level 2
2,01/04/2015,895.44,3,SA,SA skill level 3
2,01/04/2015,1856.03,4,SA,SA skill level 4
2,01/04/2015,1348.05,5,SA,SA skill level 5
1,01/04/2015,14925.35,0,WA,WA TOTAL
2,01/04/2015,4649.29,1,WA,WA skill level 1
2,01/04/2015,1708.07,2,WA,WA skill level 2
2,01/04/2015,2367.14,3,WA,WA skill level 3
2,01/04/2015,4209.17,4,WA,WA skill level 4
2,01/04/2015,2040.6,5,WA,WA skill level 5
1,01/04/2015,1447.61,0,TAS,TAS TOTAL
2,01/04/2015,354.82,1,TAS,TAS skill level 1
2,01/04/2015,151.82,2,TAS,TAS skill level 2
2,01/04/2015,189.73,3,TAS,TAS skill level 3
2,01/04/2015,427.43,4,TAS,TAS skill level 4
2,01/04/2015,340.43,5,TAS,TAS skill level 5
1,01/04/2015,1978.59,0,NT,NT TOTAL
2,01/04/2015,611.09,1,NT,NT skill level 1
2,01/04/2015,252.33,2,NT,NT skill level 2
2,01/04/2015,295.1,3,NT,NT skill level 3
2,01/04/2015,530.12,4,NT,NT skill level 4
2,01/04/2015,280.11,5,NT,NT skill level 5
1,01/04/2015,4357.99,0,ACT,ACT TOTAL
2,01/04/2015,2245.88,1,ACT,ACT skill level 1
2,01/04/2015,447.52,2,ACT,ACT skill level 2
2,01/04/2015,338.81,3,ACT,ACT skill level 3
2,01/04/2015,906.51,4,ACT,ACT skill level 4
2,01/04/2015,377.53,5,ACT,ACT skill level 5
0,01/04/2016,165846.58,0,AUST,AUSTRALIAN TOTAL
2,01/04/2016,61476.47,1,AUST,Australia skill level 1
2,01/04/2016,17642.6,2,AUST,Australia skill level 2
2,01/04/2016,20132.71,3,AUST,Australia skill level 3
2,01/04/2016,45359.9,4,AUST,Australia skill level 4
2,01/04/2016,21650.77,5,AUST,Australia skill level 5
1,01/04/2016,65935.15,0,NSW,NSW TOTAL
2,01/04/2016,26070.39,1,NSW,NSW skill level 1
2,01/04/2016,6822.55,2,NSW,NSW skill level 2
2,01/04/2016,7540.18,3,NSW,NSW skill level 3
2,01/04/2016,17807.91,4,NSW,NSW skill level 4
2,01/04/2016,7914.87,5,NSW,NSW skill level 5
1,01/04/2016,42394.5,0,VIC,VIC TOTAL
2,01/04/2016,15844.42,1,VIC,VIC skill level 1
2,01/04/2016,4478.29,2,VIC,VIC skill level 2
2,01/04/2016,4935.34,3,VIC,VIC skill level 3
2,01/04/2016,11714.8,4,VIC,VIC skill level 4
2,01/04/2016,5434.54,5,VIC,VIC skill level 5
1,01/04/2016,29202.21,0,QLD,QLD TOTAL
2,01/04/2016,9943.18,1,QLD,QLD skill level 1
2,01/04/2016,3166.85,2,QLD,QLD skill level 2
2,01/04/2016,3738.45,3,QLD,QLD skill level 3
2,01/04/2016,8050.95,4,QLD,QLD skill level 4
2,01/04/2016,4338.04,5,QLD,QLD skill level 5
1,01/04/2016,6934.8,0,SA,SA TOTAL
2,01/04/2016,2013.64,1,SA,SA skill level 1
2,01/04/2016,742.8,2,SA,SA skill level 2
2,01/04/2016,877.11,3,SA,SA skill level 3
2,01/04/2016,2055.23,4,SA,SA skill level 4
2,01/04/2016,1285.73,5,SA,SA skill level 5
1,01/04/2016,13035.3,0,WA,WA TOTAL
2,01/04/2016,4204.08,1,WA,WA skill level 1
2,01/04/2016,1544.54,2,WA,WA skill level 2
2,01/04/2016,2108.34,3,WA,WA skill level 3
2,01/04/2016,3536.23,4,WA,WA skill level 4
2,01/04/2016,1642.37,5,WA,WA skill level 5
1,01/04/2016,1599.35,0,TAS,TAS TOTAL
2,01/04/2016,430.63,1,TAS,TAS skill level 1
2,01/04/2016,175.64,2,TAS,TAS skill level 2
2,01/04/2016,153.67,3,TAS,TAS skill level 3
2,01/04/2016,534.71,4,TAS,TAS skill level 4
2,01/04/2016,319.78,5,TAS,TAS skill level 5
1,01/04/2016,1955.57,0,NT,NT TOTAL
2,01/04/2016,654.15,1,NT,NT skill level 1
2,01/04/2016,237.02,2,NT,NT skill level 2
2,01/04/2016,301.63,3,NT,NT skill level 3
2,01/04/2016,505.45,4,NT,NT skill level 4
2,01/04/2016,247.86,5,NT,NT skill level 5
1,01/04/2016,5028.37,0,ACT,ACT TOTAL
2,01/04/2016,2436.86,1,ACT,ACT skill level 1
2,01/04/2016,585.68,2,ACT,ACT skill level 2
2,01/04/2016,481.2,3,ACT,ACT skill level 3
2,01/04/2016,1040.75,4,ACT,ACT skill level 4
2,01/04/2016,445.2,5,ACT,ACT skill level 5
0,01/08/2006,226468.36,0,AUST,AUSTRALIAN TOTAL
2,01/08/2006,72096.46,1,AUST,Australia skill level 1
2,01/08/2006,16914.11,2,AUST,Australia skill level 2
2,01/08/2006,25122.46,3,AUST,Australia skill level 3
2,01/08/2006,64582.42,4,AUST,Australia skill level 4
2,01/08/2006,47762.36,5,AUST,Australia skill level 5
1,01/08/2006,78124.04,0,NSW,NSW TOTAL
2,01/08/2006,29701.39,1,NSW,NSW skill level 1
2,01/08/2006,5769.84,2,NSW,NSW skill level 2
2,01/08/2006,7622.56,3,NSW,NSW skill level 3
2,01/08/2006,21855.07,4,NSW,NSW skill level 4
2,01/08/2006,13161.52,5,NSW,NSW skill level 5
1,01/08/2006,52771.01,0,VIC,VIC TOTAL
2,01/08/2006,16897.39,1,VIC,VIC skill level 1
2,01/08/2006,3691.05,2,VIC,VIC skill level 2
2,01/08/2006,5818.8,3,VIC,VIC skill level 3
2,01/08/2006,15060.22,4,VIC,VIC skill level 4
2,01/08/2006,11176.7,5,VIC,VIC skill level 5
1,01/08/2006,51817.18,0,QLD,QLD TOTAL
2,01/08/2006,13698.94,1,QLD,QLD skill level 1
2,01/08/2006,4063.38,2,QLD,QLD skill level 2
2,01/08/2006,6723.56,3,QLD,QLD skill level 3
2,01/08/2006,14781.71,4,QLD,QLD skill level 4
2,01/08/2006,12596.4,5,QLD,QLD skill level 5
1,01/08/2006,14028.05,0,SA,SA TOTAL
2,01/08/2006,2902.43,1,SA,SA skill level 1
2,01/08/2006,991.17,2,SA,SA skill level 2
2,01/08/2006,1795.03,3,SA,SA skill level 3
2,01/08/2006,4225.12,4,SA,SA skill level 4
2,01/08/2006,4092.17,5,SA,SA skill level 5
1,01/08/2006,20841.13,0,WA,WA TOTAL
2,01/08/2006,6287.52,1,WA,WA skill level 1
2,01/08/2006,1586.21,2,WA,WA skill level 2
2,01/08/2006,2254.47,3,WA,WA skill level 3
2,01/08/2006,6280.33,4,WA,WA skill level 4
2,01/08/2006,4555.52,5,WA,WA skill level 5
1,01/08/2006,2914.26,0,TAS,TAS TOTAL
2,01/08/2006,516.44,1,TAS,TAS skill level 1
2,01/08/2006,169.74,2,TAS,TAS skill level 2
2,01/08/2006,306.7,3,TAS,TAS skill level 3
2,01/08/2006,870.12,4,TAS,TAS skill level 4
2,01/08/2006,1069.36,5,TAS,TAS skill level 5
1,01/08/2006,2972.77,0,NT,NT TOTAL
2,01/08/2006,562.42,1,NT,NT skill level 1
2,01/08/2006,234.73,2,NT,NT skill level 2
2,01/08/2006,443.29,3,NT,NT skill level 3
2,01/08/2006,943.71,4,NT,NT skill level 4
2,01/08/2006,773.5,5,NT,NT skill level 5
1,01/08/2006,3602.1,0,ACT,ACT TOTAL
2,01/08/2006,1767.7,1,ACT,ACT skill level 1
2,01/08/2006,372.31,2,ACT,ACT skill level 2
2,01/08/2006,234.53,3,ACT,ACT skill level 3
2,01/08/2006,737.07,4,ACT,ACT skill level 4
2,01/08/2006,499.2,5,ACT,ACT skill level 5
0,01/08/2007,279415.26,0,AUST,AUSTRALIAN TOTAL
2,01/08/2007,91623.25,1,AUST,Australia skill level 1
2,01/08/2007,23030.27,2,AUST,Australia skill level 2
2,01/08/2007,30168.12,3,AUST,Australia skill level 3
2,01/08/2007,81164.56,4,AUST,Australia skill level 4
2,01/08/2007,54043.12,5,AUST,Australia skill level 5
1,01/08/2007,94389.36,0,NSW,NSW TOTAL
2,01/08/2007,36667.17,1,NSW,NSW skill level 1
2,01/08/2007,7275.97,2,NSW,NSW skill level 2
2,01/08/2007,8926.97,3,NSW,NSW skill level 3
2,01/08/2007,26722.35,4,NSW,NSW skill level 4
2,01/08/2007,14827.99,5,NSW,NSW skill level 5
1,01/08/2007,66226.37,0,VIC,VIC TOTAL
2,01/08/2007,21449.03,1,VIC,VIC skill level 1
2,01/08/2007,5163.31,2,VIC,VIC skill level 2
2,01/08/2007,7245.01,3,VIC,VIC skill level 3
2,01/08/2007,19269.91,4,VIC,VIC skill level 4
2,01/08/2007,13123.31,5,VIC,VIC skill level 5
1,01/08/2007,66307.72,0,QLD,QLD TOTAL
2,01/08/2007,18181.26,1,QLD,QLD skill level 1
2,01/08/2007,6046.99,2,QLD,QLD skill level 2
2,01/08/2007,8208.35,3,QLD,QLD skill level 3
2,01/08/2007,19344.87,4,QLD,QLD skill level 4
2,01/08/2007,14756.16,5,QLD,QLD skill level 5
1,01/08/2007,15855.43,0,SA,SA TOTAL
2,01/08/2007,3910.87,1,SA,SA skill level 1
2,01/08/2007,1242.55,2,SA,SA skill level 2
2,01/08/2007,1942.7,3,SA,SA skill level 3
2,01/08/2007,4739.23,4,SA,SA skill level 4
2,01/08/2007,4035.05,5,SA,SA skill level 5
1,01/08/2007,26210.29,0,WA,WA TOTAL
2,01/08/2007,8391.42,1,WA,WA skill level 1
2,01/08/2007,2283.96,2,WA,WA skill level 2
2,01/08/2007,2646.97,3,WA,WA skill level 3
2,01/08/2007,8253.57,4,WA,WA skill level 4
2,01/08/2007,4884.68,5,WA,WA skill level 5
1,01/08/2007,3336.54,0,TAS,TAS TOTAL
2,01/08/2007,676.77,1,TAS,TAS skill level 1
2,01/08/2007,228.97,2,TAS,TAS skill level 2
2,01/08/2007,369.96,3,TAS,TAS skill level 3
2,01/08/2007,945.9,4,TAS,TAS skill level 4
2,01/08/2007,1145.18,5,TAS,TAS skill level 5
1,01/08/2007,3430.99,0,NT,NT TOTAL
2,01/08/2007,674.04,1,NT,NT skill level 1
2,01/08/2007,284.51,2,NT,NT skill level 2
2,01/08/2007,541.77,3,NT,NT skill level 3
2,01/08/2007,1048.74,4,NT,NT skill level 4
2,01/08/2007,890.54,5,NT,NT skill level 5
1,01/08/2007,4500.83,0,ACT,ACT TOTAL
2,01/08/2007,2113.24,1,ACT,ACT skill level 1
2,01/08/2007,459.95,2,ACT,ACT skill level 2
2,01/08/2007,330.98,3,ACT,ACT skill level 3
2,01/08/2007,1043.39,4,ACT,ACT skill level 4
2,01/08/2007,564,5,ACT,ACT skill level 5
0,01/08/2008,273519.21,0,AUST,AUSTRALIAN TOTAL
2,01/08/2008,101576.68,1,AUST,Australia skill level 1
2,01/08/2008,25698.36,2,AUST,Australia skill level 2
2,01/08/2008,29157.8,3,AUST,Australia skill level 3
2,01/08/2008,71814.09,4,AUST,Australia skill level 4
2,01/08/2008,45860.77,5,AUST,Australia skill level 5
1,01/08/2008,87636.14,0,NSW,NSW TOTAL
2,01/08/2008,36677.22,1,NSW,NSW skill level 1
2,01/08/2008,7186.57,2,NSW,NSW skill level 2
2,01/08/2008,8374.61,3,NSW,NSW skill level 3
2,01/08/2008,22782.68,4,NSW,NSW skill level 4
2,01/08/2008,12583.65,5,NSW,NSW skill level 5
1,01/08/2008,62410.51,0,VIC,VIC TOTAL
2,01/08/2008,22321.27,1,VIC,VIC skill level 1
2,01/08/2008,5552.5,2,VIC,VIC skill level 2
2,01/08/2008,6638.56,3,VIC,VIC skill level 3
2,01/08/2008,16904.47,4,VIC,VIC skill level 4
2,01/08/2008,11021.52,5,VIC,VIC skill level 5
1,01/08/2008,66687.11,0,QLD,QLD TOTAL
2,01/08/2008,22584.52,1,QLD,QLD skill level 1
2,01/08/2008,7308.48,2,QLD,QLD skill level 2
2,01/08/2008,7823.54,3,QLD,QLD skill level 3
2,01/08/2008,17275.59,4,QLD,QLD skill level 4
2,01/08/2008,12010.41,5,QLD,QLD skill level 5
1,01/08/2008,15033.82,0,SA,SA TOTAL
2,01/08/2008,4201.8,1,SA,SA skill level 1
2,01/08/2008,1162.44,2,SA,SA skill level 2
2,01/08/2008,1829.6,3,SA,SA skill level 3
2,01/08/2008,4183.15,4,SA,SA skill level 4
2,01/08/2008,3656.8,5,SA,SA skill level 5
1,01/08/2008,30477.22,0,WA,WA TOTAL
2,01/08/2008,12065.19,1,WA,WA skill level 1
2,01/08/2008,3144.7,2,WA,WA skill level 2
2,01/08/2008,3355.09,3,WA,WA skill level 3
2,01/08/2008,7815.78,4,WA,WA skill level 4
2,01/08/2008,4355.54,5,WA,WA skill level 5
1,01/08/2008,2913.79,0,TAS,TAS TOTAL
2,01/08/2008,704.85,1,TAS,TAS skill level 1
2,01/08/2008,217.45,2,TAS,TAS skill level 2
2,01/08/2008,310.93,3,TAS,TAS skill level 3
2,01/08/2008,810.12,4,TAS,TAS skill level 4
2,01/08/2008,902.97,5,TAS,TAS skill level 5
1,01/08/2008,3588.74,0,NT,NT TOTAL
2,01/08/2008,990.7,1,NT,NT skill level 1
2,01/08/2008,336.05,2,NT,NT skill level 2
2,01/08/2008,445.81,3,NT,NT skill level 3
2,01/08/2008,1063.13,4,NT,NT skill level 4
2,01/08/2008,766.96,5,NT,NT skill level 5
1,01/08/2008,5313.54,0,ACT,ACT TOTAL
2,01/08/2008,2571.18,1,ACT,ACT skill level 1
2,01/08/2008,735.04,2,ACT,ACT skill level 2
2,01/08/2008,360.98,3,ACT,ACT skill level 3
2,01/08/2008,1040.27,4,ACT,ACT skill level 4
2,01/08/2008,617.08,5,ACT,ACT skill level 5
0,01/08/2009,164939.74,0,AUST,AUSTRALIAN TOTAL
2,01/08/2009,61617.24,1,AUST,Australia skill level 1
2,01/08/2009,14949.8,2,AUST,Australia skill level 2
2,01/08/2009,18350.84,3,AUST,Australia skill level 3
2,01/08/2009,43356.1,4,AUST,Australia skill level 4
2,01/08/2009,26962.13,5,AUST,Australia skill level 5
1,01/08/2009,52923.06,0,NSW,NSW TOTAL
2,01/08/2009,21512.67,1,NSW,NSW skill level 1
2,01/08/2009,4383.39,2,NSW,NSW skill level 2
2,01/08/2009,5337.17,3,NSW,NSW skill level 3
2,01/08/2009,13631.2,4,NSW,NSW skill level 4
2,01/08/2009,8029.18,5,NSW,NSW skill level 5
1,01/08/2009,39872.21,0,VIC,VIC TOTAL
2,01/08/2009,14792.42,1,VIC,VIC skill level 1
2,01/08/2009,3712.12,2,VIC,VIC skill level 2
2,01/08/2009,4237.3,3,VIC,VIC skill level 3
2,01/08/2009,10476.09,4,VIC,VIC skill level 4
2,01/08/2009,6661.31,5,VIC,VIC skill level 5
1,01/08/2009,35692.73,0,QLD,QLD TOTAL
2,01/08/2009,12566.48,1,QLD,QLD skill level 1
2,01/08/2009,3341.39,2,QLD,QLD skill level 2
2,01/08/2009,4391.6,3,QLD,QLD skill level 3
2,01/08/2009,9598.4,4,QLD,QLD skill level 4
2,01/08/2009,5908.54,5,QLD,QLD skill level 5
1,01/08/2009,10865.12,0,SA,SA TOTAL
2,01/08/2009,2785.05,1,SA,SA skill level 1
2,01/08/2009,904.59,2,SA,SA skill level 2
2,01/08/2009,1444.93,3,SA,SA skill level 3
2,01/08/2009,3147.66,4,SA,SA skill level 4
2,01/08/2009,2574,5,SA,SA skill level 5
1,01/08/2009,16306.03,0,WA,WA TOTAL
2,01/08/2009,6331.73,1,WA,WA skill level 1
2,01/08/2009,1674.85,2,WA,WA skill level 2
2,01/08/2009,1851.65,3,WA,WA skill level 3
2,01/08/2009,4161.97,4,WA,WA skill level 4
2,01/08/2009,2393.62,5,WA,WA skill level 5
1,01/08/2009,2053.23,0,TAS,TAS TOTAL
2,01/08/2009,632.09,1,TAS,TAS skill level 1
2,01/08/2009,178.17,2,TAS,TAS skill level 2
2,01/08/2009,255.7,3,TAS,TAS skill level 3
2,01/08/2009,528.16,4,TAS,TAS skill level 4
2,01/08/2009,463.61,5,TAS,TAS skill level 5
1,01/08/2009,3288.63,0,NT,NT TOTAL
2,01/08/2009,985.55,1,NT,NT skill level 1
2,01/08/2009,382.03,2,NT,NT skill level 2
2,01/08/2009,440.56,3,NT,NT skill level 3
2,01/08/2009,979.23,4,NT,NT skill level 4
2,01/08/2009,492.47,5,NT,NT skill level 5
1,01/08/2009,4309.25,0,ACT,ACT TOTAL
2,01/08/2009,2264.53,1,ACT,ACT skill level 1
2,01/08/2009,389.29,2,ACT,ACT skill level 2
2,01/08/2009,353.28,3,ACT,ACT skill level 3
2,01/08/2009,859.08,4,ACT,ACT skill level 4
2,01/08/2009,456.61,5,ACT,ACT skill level 5
0,01/08/2010,193077.15,0,AUST,AUSTRALIAN TOTAL
2,01/08/2010,70446.91,1,AUST,Australia skill level 1
2,01/08/2010,17442.31,2,AUST,Australia skill level 2
2,01/08/2010,23099.82,3,AUST,Australia skill level 3
2,01/08/2010,51410.48,4,AUST,Australia skill level 4
2,01/08/2010,30734.78,5,AUST,Australia skill level 5
1,01/08/2010,64026.34,0,NSW,NSW TOTAL
2,01/08/2010,26429.28,1,NSW,NSW skill level 1
2,01/08/2010,5421.86,2,NSW,NSW skill level 2
2,01/08/2010,6999.59,3,NSW,NSW skill level 3
2,01/08/2010,16171.4,4,NSW,NSW skill level 4
2,01/08/2010,8914.58,5,NSW,NSW skill level 5
1,01/08/2010,47461.75,0,VIC,VIC TOTAL
2,01/08/2010,17204.53,1,VIC,VIC skill level 1
2,01/08/2010,4198.15,2,VIC,VIC skill level 2
2,01/08/2010,5439.45,3,VIC,VIC skill level 3
2,01/08/2010,13086.49,4,VIC,VIC skill level 4
2,01/08/2010,7501.45,5,VIC,VIC skill level 5
1,01/08/2010,37822.76,0,QLD,QLD TOTAL
2,01/08/2010,12323.42,1,QLD,QLD skill level 1
2,01/08/2010,3686.8,2,QLD,QLD skill level 2
2,01/08/2010,5236.72,3,QLD,QLD skill level 3
2,01/08/2010,10129.54,4,QLD,QLD skill level 4
2,01/08/2010,6480.05,5,QLD,QLD skill level 5
1,01/08/2010,10895.53,0,SA,SA TOTAL
2,01/08/2010,2896.05,1,SA,SA skill level 1
2,01/08/2010,957.22,2,SA,SA skill level 2
2,01/08/2010,1530.45,3,SA,SA skill level 3
2,01/08/2010,3119.6,4,SA,SA skill level 4
2,01/08/2010,2361.08,5,SA,SA skill level 5
1,01/08/2010,23274.66,0,WA,WA TOTAL
2,01/08/2010,8098.26,1,WA,WA skill level 1
2,01/08/2010,2155.34,2,WA,WA skill level 2
2,01/08/2010,2777.36,3,WA,WA skill level 3
2,01/08/2010,6388.55,4,WA,WA skill level 4
2,01/08/2010,3913.55,5,WA,WA skill level 5
1,01/08/2010,1937.44,0,TAS,TAS TOTAL
2,01/08/2010,443.7,1,TAS,TAS skill level 1
2,01/08/2010,157.75,2,TAS,TAS skill level 2
2,01/08/2010,271.24,3,TAS,TAS skill level 3
2,01/08/2010,529.67,4,TAS,TAS skill level 4
2,01/08/2010,535.56,5,TAS,TAS skill level 5
1,01/08/2010,3284.02,0,NT,NT TOTAL
2,01/08/2010,810.52,1,NT,NT skill level 1
2,01/08/2010,335.02,2,NT,NT skill level 2
2,01/08/2010,485.85,3,NT,NT skill level 3
2,01/08/2010,1034.05,4,NT,NT skill level 4
2,01/08/2010,604.75,5,NT,NT skill level 5
1,01/08/2010,4689.29,0,ACT,ACT TOTAL
2,01/08/2010,2290.65,1,ACT,ACT skill level 1
2,01/08/2010,553.52,2,ACT,ACT skill level 2
2,01/08/2010,338.23,3,ACT,ACT skill level 3
2,01/08/2010,990.9,4,ACT,ACT skill level 4
2,01/08/2010,530.86,5,ACT,ACT skill level 5
0,01/08/2011,203648.83,0,AUST,AUSTRALIAN TOTAL
2,01/08/2011,73464.13,1,AUST,Australia skill level 1
2,01/08/2011,18849.77,2,AUST,Australia skill level 2
2,01/08/2011,25151.67,3,AUST,Australia skill level 3
2,01/08/2011,55506.8,4,AUST,Australia skill level 4
2,01/08/2011,30881.35,5,AUST,Australia skill level 5
1,01/08/2011,62803.34,0,NSW,NSW TOTAL
2,01/08/2011,24460.72,1,NSW,NSW skill level 1
2,01/08/2011,5303.99,2,NSW,NSW skill level 2
2,01/08/2011,7009.65,3,NSW,NSW skill level 3
2,01/08/2011,17074.25,4,NSW,NSW skill level 4
2,01/08/2011,8870.16,5,NSW,NSW skill level 5
1,01/08/2011,46752.07,0,VIC,VIC TOTAL
2,01/08/2011,16493.87,1,VIC,VIC skill level 1
2,01/08/2011,4635.22,2,VIC,VIC skill level 2
2,01/08/2011,5367.88,3,VIC,VIC skill level 3
2,01/08/2011,13103.72,4,VIC,VIC skill level 4
2,01/08/2011,7153.25,5,VIC,VIC skill level 5
1,01/08/2011,44845.38,0,QLD,QLD TOTAL
2,01/08/2011,14878.59,1,QLD,QLD skill level 1
2,01/08/2011,4134.08,2,QLD,QLD skill level 2
2,01/08/2011,6445.02,3,QLD,QLD skill level 3
2,01/08/2011,12153.53,4,QLD,QLD skill level 4
2,01/08/2011,7310.71,5,QLD,QLD skill level 5
1,01/08/2011,10904.47,0,SA,SA TOTAL
2,01/08/2011,2995.78,1,SA,SA skill level 1
2,01/08/2011,987.8,2,SA,SA skill level 2
2,01/08/2011,1475.93,3,SA,SA skill level 3
2,01/08/2011,3110.37,4,SA,SA skill level 4
2,01/08/2011,2313.84,5,SA,SA skill level 5
1,01/08/2011,27787.23,0,WA,WA TOTAL
2,01/08/2011,10478.8,1,WA,WA skill level 1
2,01/08/2011,2670.89,2,WA,WA skill level 2
2,01/08/2011,3539.83,3,WA,WA skill level 3
2,01/08/2011,7355.56,4,WA,WA skill level 4
2,01/08/2011,3767.31,5,WA,WA skill level 5
1,01/08/2011,1871.87,0,TAS,TAS TOTAL
2,01/08/2011,388.63,1,TAS,TAS skill level 1
2,01/08/2011,160.12,2,TAS,TAS skill level 2
2,01/08/2011,286.41,3,TAS,TAS skill level 3
2,01/08/2011,524.43,4,TAS,TAS skill level 4
2,01/08/2011,513.16,5,TAS,TAS skill level 5
1,01/08/2011,3554.44,0,NT,NT TOTAL
2,01/08/2011,925.24,1,NT,NT skill level 1
2,01/08/2011,369.29,2,NT,NT skill level 2
2,01/08/2011,585.23,3,NT,NT skill level 3
2,01/08/2011,1056.49,4,NT,NT skill level 4
2,01/08/2011,591.27,5,NT,NT skill level 5
1,01/08/2011,5425.91,0,ACT,ACT TOTAL
2,01/08/2011,2872.99,1,ACT,ACT skill level 1
2,01/08/2011,594.39,2,ACT,ACT skill level 2
2,01/08/2011,370.03,3,ACT,ACT skill level 3
2,01/08/2011,1129.12,4,ACT,ACT skill level 4
2,01/08/2011,465.52,5,ACT,ACT skill level 5
0,01/08/2012,167462.26,0,AUST,AUSTRALIAN TOTAL
2,01/08/2012,62054.82,1,AUST,Australia skill level 1
2,01/08/2012,14740.08,2,AUST,Australia skill level 2
2,01/08/2012,20078.53,3,AUST,Australia skill level 3
2,01/08/2012,45757.42,4,AUST,Australia skill level 4
2,01/08/2012,24840.91,5,AUST,Australia skill level 5
1,01/08/2012,51632.3,0,NSW,NSW TOTAL
2,01/08/2012,20749.25,1,NSW,NSW skill level 1
2,01/08/2012,4427.72,2,NSW,NSW skill level 2
2,01/08/2012,5385.14,3,NSW,NSW skill level 3
2,01/08/2012,14008.82,4,NSW,NSW skill level 4
2,01/08/2012,7009.88,5,NSW,NSW skill level 5
1,01/08/2012,37065.5,0,VIC,VIC TOTAL
2,01/08/2012,13569.67,1,VIC,VIC skill level 1
2,01/08/2012,3223.23,2,VIC,VIC skill level 2
2,01/08/2012,4279.12,3,VIC,VIC skill level 3
2,01/08/2012,10372.58,4,VIC,VIC skill level 4
2,01/08/2012,5608.54,5,VIC,VIC skill level 5
1,01/08/2012,36571.58,0,QLD,QLD TOTAL
2,01/08/2012,12292.32,1,QLD,QLD skill level 1
2,01/08/2012,3224,2,QLD,QLD skill level 2
2,01/08/2012,4891.02,3,QLD,QLD skill level 3
2,01/08/2012,10019.19,4,QLD,QLD skill level 4
2,01/08/2012,6192.64,5,QLD,QLD skill level 5
1,01/08/2012,8784.51,0,SA,SA TOTAL
2,01/08/2012,2519.83,1,SA,SA skill level 1
2,01/08/2012,676.27,2,SA,SA skill level 2
2,01/08/2012,1142.17,3,SA,SA skill level 3
2,01/08/2012,2574.82,4,SA,SA skill level 4
2,01/08/2012,1881.32,5,SA,SA skill level 5
1,01/08/2012,24822.61,0,WA,WA TOTAL
2,01/08/2012,9535.88,1,WA,WA skill level 1
2,01/08/2012,2318.39,2,WA,WA skill level 2
2,01/08/2012,3446.92,3,WA,WA skill level 3
2,01/08/2012,6556.81,4,WA,WA skill level 4
2,01/08/2012,2927.11,5,WA,WA skill level 5
1,01/08/2012,1567.89,0,TAS,TAS TOTAL
2,01/08/2012,389.65,1,TAS,TAS skill level 1
2,01/08/2012,146.67,2,TAS,TAS skill level 2
2,01/08/2012,178.75,3,TAS,TAS skill level 3
2,01/08/2012,444.15,4,TAS,TAS skill level 4
2,01/08/2012,414.09,5,TAS,TAS skill level 5
1,01/08/2012,3030.17,0,NT,NT TOTAL
2,01/08/2012,873.66,1,NT,NT skill level 1
2,01/08/2012,294.51,2,NT,NT skill level 2
2,01/08/2012,443.55,3,NT,NT skill level 3
2,01/08/2012,892.3,4,NT,NT skill level 4
2,01/08/2012,502.47,5,NT,NT skill level 5
1,01/08/2012,4012.73,0,ACT,ACT TOTAL
2,01/08/2012,1940.88,1,ACT,ACT skill level 1
2,01/08/2012,437.37,2,ACT,ACT skill level 2
2,01/08/2012,280.78,3,ACT,ACT skill level 3
2,01/08/2012,912.43,4,ACT,ACT skill level 4
2,01/08/2012,439.15,5,ACT,ACT skill level 5
0,01/08/2013,140162.64,0,AUST,AUSTRALIAN TOTAL
2,01/08/2013,50357.18,1,AUST,Australia skill level 1
2,01/08/2013,13606.47,2,AUST,Australia skill level 2
2,01/08/2013,16424.15,3,AUST,Australia skill level 3
2,01/08/2013,38543.05,4,AUST,Australia skill level 4
2,01/08/2013,21027.02,5,AUST,Australia skill level 5
1,01/08/2013,48173.55,0,NSW,NSW TOTAL
2,01/08/2013,19329.77,1,NSW,NSW skill level 1
2,01/08/2013,4387.93,2,NSW,NSW skill level 2
2,01/08/2013,4872.92,3,NSW,NSW skill level 3
2,01/08/2013,12973.59,4,NSW,NSW skill level 4
2,01/08/2013,6565.17,5,NSW,NSW skill level 5
1,01/08/2013,33327.33,0,VIC,VIC TOTAL
2,01/08/2013,11996.06,1,VIC,VIC skill level 1
2,01/08/2013,3209.03,2,VIC,VIC skill level 2
2,01/08/2013,3853.97,3,VIC,VIC skill level 3
2,01/08/2013,9171.35,4,VIC,VIC skill level 4
